〒,-1,-1,1,記号,一般,*,*,*,*,〒,*,*
→,-1,-1,1,記号,一般,*,*,*,*,→,*,*
←,-1,-1,1,記号,一般,*,*,*,*,←,*,*
↑,-1,-1,1,記号,一般,*,*,*,*,↑,*,*
↓,-1,-1,1,記号,一般,*,*,*,*,↓,*,*
〓,-1,-1,1,記号,一般,*,*,*,*,〓,*,*
∈,-1,-1,1,記号,一般,*,*,*,*,∈,*,*
∋,-1,-1,1,記号,一般,*,*,*,*,∋,*,*
⊆,-1,-1,1,記号,一般,*,*,*,*,⊆,*,*
⊇,-1,-1,1,記号,一般,*,*,*,*,⊇,*,*
⊂,-1,-1,1,記号,一般,*,*,*,*,⊂,*,*
⊃,-1,-1,1,記号,一般,*,*,*,*,⊃,*,*
∪,-1,-1,1,記号,一般,*,*,*,*,∪,*,*
∩,-1,-1,1,記号,一般,*,*,*,*,∩,*,*
∧,-1,-1,1,記号,一般,*,*,*,*,∧,*,*
∨,-1,-1,1,記号,一般,*,*,*,*,∨,*,*
￢,-1,-1,1,記号,一般,*,*,*,*,￢,*,*
⇒,-1,-1,1,記号,一般,*,*,*,*,⇒,*,*
⇔,-1,-1,1,記号,一般,*,*,*,*,⇔,*,*
∀,-1,-1,1,記号,一般,*,*,*,*,∀,*,*
∃,-1,-1,1,記号,一般,*,*,*,*,∃,*,*
∠,-1,-1,1,記号,一般,*,*,*,*,∠,*,*
⊥,-1,-1,1,記号,一般,*,*,*,*,⊥,*,*
⌒,-1,-1,1,記号,一般,*,*,*,*,⌒,*,*
∂,-1,-1,1,記号,一般,*,*,*,*,∂,*,*
∇,-1,-1,1,記号,一般,*,*,*,*,∇,*,*
≡,-1,-1,1,記号,一般,*,*,*,*,≡,*,*
≒,-1,-1,1,記号,一般,*,*,*,*,≒,*,*
≪,-1,-1,1,記号,一般,*,*,*,*,≪,*,*
≫,-1,-1,1,記号,一般,*,*,*,*,≫,*,*
√,-1,-1,1,記号,一般,*,*,*,*,√,*,*
∽,-1,-1,1,記号,一般,*,*,*,*,∽,*,*
∝,-1,-1,1,記号,一般,*,*,*,*,∝,*,*
∵,-1,-1,1,記号,一般,*,*,*,*,∵,*,*
∫,-1,-1,1,記号,一般,*,*,*,*,∫,*,*
∬,-1,-1,1,記号,一般,*,*,*,*,∬,*,*
Å,-1,-1,1,記号,一般,*,*,*,*,Å,*,*
‰,-1,-1,1,記号,一般,*,*,*,*,‰,*,*
♯,-1,-1,1,記号,一般,*,*,*,*,♯,*,*
♭,-1,-1,1,記号,一般,*,*,*,*,♭,*,*
♪,-1,-1,1,記号,一般,*,*,*,*,♪,*,*
─,-1,-1,1,記号,一般,*,*,*,*,─,*,*
│,-1,-1,1,記号,一般,*,*,*,*,│,*,*
┌,-1,-1,1,記号,一般,*,*,*,*,┌,*,*
┐,-1,-1,1,記号,一般,*,*,*,*,┐,*,*
┘,-1,-1,1,記号,一般,*,*,*,*,┘,*,*
└,-1,-1,1,記号,一般,*,*,*,*,└,*,*
├,-1,-1,1,記号,一般,*,*,*,*,├,*,*
┬,-1,-1,1,記号,一般,*,*,*,*,┬,*,*
┤,-1,-1,1,記号,一般,*,*,*,*,┤,*,*
┴,-1,-1,1,記号,一般,*,*,*,*,┴,*,*
┼,-1,-1,1,記号,一般,*,*,*,*,┼,*,*
━,-1,-1,1,記号,一般,*,*,*,*,━,*,*
┃,-1,-1,1,記号,一般,*,*,*,*,┃,*,*
┏,-1,-1,1,記号,一般,*,*,*,*,┏,*,*
┓,-1,-1,1,記号,一般,*,*,*,*,┓,*,*
┛,-1,-1,1,記号,一般,*,*,*,*,┛,*,*
┗,-1,-1,1,記号,一般,*,*,*,*,┗,*,*
┣,-1,-1,1,記号,一般,*,*,*,*,┣,*,*
┳,-1,-1,1,記号,一般,*,*,*,*,┳,*,*
┫,-1,-1,1,記号,一般,*,*,*,*,┫,*,*
┻,-1,-1,1,記号,一般,*,*,*,*,┻,*,*
╋,-1,-1,1,記号,一般,*,*,*,*,╋,*,*
┠,-1,-1,1,記号,一般,*,*,*,*,┠,*,*
┯,-1,-1,1,記号,一般,*,*,*,*,┯,*,*
┨,-1,-1,1,記号,一般,*,*,*,*,┨,*,*
┷,-1,-1,1,記号,一般,*,*,*,*,┷,*,*
┿,-1,-1,1,記号,一般,*,*,*,*,┿,*,*
┝,-1,-1,1,記号,一般,*,*,*,*,┝,*,*
┰,-1,-1,1,記号,一般,*,*,*,*,┰,*,*
┥,-1,-1,1,記号,一般,*,*,*,*,┥,*,*
┸,-1,-1,1,記号,一般,*,*,*,*,┸,*,*
╂,-1,-1,1,記号,一般,*,*,*,*,╂,*,*
｡,-1,-1,1,記号,一般,*,*,*,*,｡,*,*
｢,-1,-1,1,記号,一般,*,*,*,*,｢,*,*
｣,-1,-1,1,記号,一般,*,*,*,*,｣,*,*
､,-1,-1,1,記号,一般,*,*,*,*,､,*,*
･,-1,-1,1,記号,一般,*,*,*,*,･,*,*
ﾞ,-1,-1,1,記号,一般,*,*,*,*,ﾞ,*,*
ﾟ,-1,-1,1,記号,一般,*,*,*,*,ﾟ,*,*
①,-1,-1,1,記号,一般,*,*,*,*,①,*,*
②,-1,-1,1,記号,一般,*,*,*,*,②,*,*
③,-1,-1,1,記号,一般,*,*,*,*,③,*,*
④,-1,-1,1,記号,一般,*,*,*,*,④,*,*
⑤,-1,-1,1,記号,一般,*,*,*,*,⑤,*,*
⑥,-1,-1,1,記号,一般,*,*,*,*,⑥,*,*
⑦,-1,-1,1,記号,一般,*,*,*,*,⑦,*,*
⑧,-1,-1,1,記号,一般,*,*,*,*,⑧,*,*
⑨,-1,-1,1,記号,一般,*,*,*,*,⑨,*,*
⑩,-1,-1,1,記号,一般,*,*,*,*,⑩,*,*
⑪,-1,-1,1,記号,一般,*,*,*,*,⑪,*,*
⑫,-1,-1,1,記号,一般,*,*,*,*,⑫,*,*
⑬,-1,-1,1,記号,一般,*,*,*,*,⑬,*,*
⑭,-1,-1,1,記号,一般,*,*,*,*,⑭,*,*
⑮,-1,-1,1,記号,一般,*,*,*,*,⑮,*,*
⑯,-1,-1,1,記号,一般,*,*,*,*,⑯,*,*
⑰,-1,-1,1,記号,一般,*,*,*,*,⑰,*,*
⑱,-1,-1,1,記号,一般,*,*,*,*,⑱,*,*
⑲,-1,-1,1,記号,一般,*,*,*,*,⑲,*,*
⑳,-1,-1,1,記号,一般,*,*,*,*,⑳,*,*
Ⅰ,-1,-1,1,記号,一般,*,*,*,*,Ⅰ,*,*
Ⅱ,-1,-1,1,記号,一般,*,*,*,*,Ⅱ,*,*
Ⅲ,-1,-1,1,記号,一般,*,*,*,*,Ⅲ,*,*
Ⅳ,-1,-1,1,記号,一般,*,*,*,*,Ⅳ,*,*
Ⅴ,-1,-1,1,記号,一般,*,*,*,*,Ⅴ,*,*
Ⅵ,-1,-1,1,記号,一般,*,*,*,*,Ⅵ,*,*
Ⅶ,-1,-1,1,記号,一般,*,*,*,*,Ⅶ,*,*
Ⅷ,-1,-1,1,記号,一般,*,*,*,*,Ⅷ,*,*
Ⅸ,-1,-1,1,記号,一般,*,*,*,*,Ⅸ,*,*
Ⅹ,-1,-1,1,記号,一般,*,*,*,*,Ⅹ,*,*
㍉,-1,-1,1,記号,一般,*,*,*,*,㍉,*,*
㌔,-1,-1,1,記号,一般,*,*,*,*,㌔,*,*
㌢,-1,-1,1,記号,一般,*,*,*,*,㌢,*,*
㍍,-1,-1,1,記号,一般,*,*,*,*,㍍,*,*
㌘,-1,-1,1,記号,一般,*,*,*,*,㌘,*,*
㌧,-1,-1,1,記号,一般,*,*,*,*,㌧,*,*
㌃,-1,-1,1,記号,一般,*,*,*,*,㌃,*,*
㌶,-1,-1,1,記号,一般,*,*,*,*,㌶,*,*
㍑,-1,-1,1,記号,一般,*,*,*,*,㍑,*,*
㍗,-1,-1,1,記号,一般,*,*,*,*,㍗,*,*
㌍,-1,-1,1,記号,一般,*,*,*,*,㌍,*,*
㌦,-1,-1,1,記号,一般,*,*,*,*,㌦,*,*
㌣,-1,-1,1,記号,一般,*,*,*,*,㌣,*,*
㌫,-1,-1,1,記号,一般,*,*,*,*,㌫,*,*
㍊,-1,-1,1,記号,一般,*,*,*,*,㍊,*,*
㌻,-1,-1,1,記号,一般,*,*,*,*,㌻,*,*
㎜,-1,-1,1,記号,一般,*,*,*,*,㎜,*,*
㎝,-1,-1,1,記号,一般,*,*,*,*,㎝,*,*
㎞,-1,-1,1,記号,一般,*,*,*,*,㎞,*,*
㎎,-1,-1,1,記号,一般,*,*,*,*,㎎,*,*
㎏,-1,-1,1,記号,一般,*,*,*,*,㎏,*,*
㏄,-1,-1,1,記号,一般,*,*,*,*,㏄,*,*
㎡,-1,-1,1,記号,一般,*,*,*,*,㎡,*,*
　,-1,-1,1,記号,一般,*,*,*,*,　,*,*
㍻,-1,-1,1,記号,一般,*,*,*,*,㍻,*,*
〝,-1,-1,1,記号,一般,*,*,*,*,〝,*,*
〟,-1,-1,1,記号,一般,*,*,*,*,〟,*,*
№,-1,-1,1,記号,一般,*,*,*,*,№,*,*
㏍,-1,-1,1,記号,一般,*,*,*,*,㏍,*,*
℡,-1,-1,1,記号,一般,*,*,*,*,℡,*,*
㊤,-1,-1,1,記号,一般,*,*,*,*,㊤,*,*
㊥,-1,-1,1,記号,一般,*,*,*,*,㊥,*,*
㊦,-1,-1,1,記号,一般,*,*,*,*,㊦,*,*
㊧,-1,-1,1,記号,一般,*,*,*,*,㊧,*,*
㊨,-1,-1,1,記号,一般,*,*,*,*,㊨,*,*
㈱,-1,-1,1,記号,一般,*,*,*,*,㈱,*,*
㈲,-1,-1,1,記号,一般,*,*,*,*,㈲,*,*
㈹,-1,-1,1,記号,一般,*,*,*,*,㈹,*,*
㍾,-1,-1,1,記号,一般,*,*,*,*,㍾,*,*
㍽,-1,-1,1,記号,一般,*,*,*,*,㍽,*,*
㍼,-1,-1,1,記号,一般,*,*,*,*,㍼,*,*
≒,-1,-1,1,記号,一般,*,*,*,*,≒,*,*
≡,-1,-1,1,記号,一般,*,*,*,*,≡,*,*
∫,-1,-1,1,記号,一般,*,*,*,*,∫,*,*
∮,-1,-1,1,記号,一般,*,*,*,*,∮,*,*
∑,-1,-1,1,記号,一般,*,*,*,*,∑,*,*
√,-1,-1,1,記号,一般,*,*,*,*,√,*,*
⊥,-1,-1,1,記号,一般,*,*,*,*,⊥,*,*
∠,-1,-1,1,記号,一般,*,*,*,*,∠,*,*
∟,-1,-1,1,記号,一般,*,*,*,*,∟,*,*
⊿,-1,-1,1,記号,一般,*,*,*,*,⊿,*,*
∵,-1,-1,1,記号,一般,*,*,*,*,∵,*,*
∩,-1,-1,1,記号,一般,*,*,*,*,∩,*,*
∪,-1,-1,1,記号,一般,*,*,*,*,∪,*,*
≒,-1,-1,1,記号,一般,*,*,*,*,≒,*,*
＝,-1,-1,1,記号,一般,*,*,*,*,＝,*,*
≠,-1,-1,1,記号,一般,*,*,*,*,≠,*,*
≦,-1,-1,1,記号,一般,*,*,*,*,≦,*,*
≧,-1,-1,1,記号,一般,*,*,*,*,≧,*,*
